laŭnome,(l|a|ŭ)-(n|o)-(m|e),30
kukoj,(k|u)-(k|o|j),29
melodiojn,(m|e)-(l|o)-(d|i)-(∅|o|jn),29
sin_tenado,(s|i|n)-(t|e)-(n|a)-(d|o),29
ardo,(∅|a|r)-(d|o),29
alton,(∅|a|l)-(t|o|n),29
karcero,(k|a|r)-(c|e)-(r|o),29
farmisto,(f|a|r)-(m|i|s)-(t|o),29
gorĝon,(g|o|r)-(ĝ|o|n),29
sorĉistino,(s|o|r)-(ĉ|i|s)-(t|i)-(n|o),29
kravato,(kr|a)-(v|a)-(t|o),29
aĉetojn,(∅|a)-(ĉ|e)-(t|o|jn),29
liber_tempo,(l|i)-(b|e|r)-(t|e|m)-(p|o),29
serpenton,(s|e|r)-(p|e|n)-(t|o|n),29
komunikon,(k|o)-(m|u)-(n|i)-(k|o|n),29
kakao,(k|a)-(k|a)-(∅|o),29
efekto,(∅|e)-(f|e|k)-(t|o),29
horloĝon,(h|o|r)-(l|o)-(ĝ|o|n),29
pension,(p|e|n)-(s|i)-(∅|o|n),29
prezentojn,(pr|e)-(z|e|n)-(t|o|jn),29
mejlojn,(m|e|j)-(l|o|jn),29
serĝento,(s|e|r)-(ĝ|e|n)-(t|o),29
mensogojn,(m|e|n)-(s|o)-(g|o|jn),29
labor_horoj,(l|a)-(b|o|r)-(h|o)-(r|o|j),29
prezaltiĝo,(pr|e)-(z|a|l)-(t|i)-(ĝ|o),29
mal_sekureco,(m|a|l)-(s|e)-(k|u)-(r|e)-(c|o),29
mal_junulojn,(m|a|l)-(j|u)-(n|u)-(l|o|jn),29
kvotojn,(kv|o)-(t|o|jn),29
intenseco,(∅|i|n)-(t|e|n)-(s|e)-(c|o),29
akriĝo,(∅|a|k)-(r|i)-(ĝ|o),29
delokitoj,(d|e)-(l|o)-(k|i)-(t|o|j),29
kamiono,(k|a)-(m|i)-(∅|o)-(n|o),29
trans_formo,(tr|a|ns)-(f|o|r)-(m|o),29
regnojn,(r|e|g)-(n|o|jn),29
presado,(pr|e)-(s|a)-(d|o),29
praveco,(pr|a)-(v|e)-(c|o),29
restrukturado,(r|e|s)-(tr|u|k)-(t|u)-(r|a)-(d|o),29
ekzamenado,(∅|e|k)-(z|a)-(m|e)-(n|a)-(d|o),29
kolektivoj,(k|o)-(l|e|k)-(t|i)-(v|o|j),29
totalismo,(t|o)-(t|a)-(l|i|s)-(m|o),29
inter_rilaton,(∅|i|n)-(t|e|r)-(r|i)-(l|a)-(t|o|n),29
simon,(s|i)-(m|o|n),29
kaptado,(k|a|p)-(t|a)-(d|o),29
aviadilon,(∅|a)-(v|i)-(∅|a)-(d|i)-(l|o|n),29
aspiro,(∅|a|s)-(p|i)-(r|o),29
patriotoj,(p|a|t)-(r|i)-(∅|o)-(t|o|j),29
interezoj,(∅|i|n)-(t|e)-(r|e)-(z|o|j),29
mal_liberigo,(m|a|l)-(l|i)-(b|e)-(r|i)-(g|o),29
atencon,(∅|a)-(t|e|n)-(c|o|n),29
estiĝon,(∅|e|s)-(t|i)-(ĝ|o|n),29
pretendo,(pr|e)-(t|e|n)-(d|o),29
for_lason,(f|o|r)-(l|a)-(s|o|n),29
meĥanismo,(m|e)-(ĥ|a)-(n|i|s)-(m|o),29
revojn,(r|e)-(v|o|jn),29
akiron,(∅|a)-(k|i)-(r|o|n),29
barelo,(b|a)-(r|e)-(l|o),29
persekutojn,(p|e|r)-(s|e)-(k|u)-(t|o|jn),29
insulto,(∅|i|n)-(s|u|l)-(t|o),29
miton,(m|i)-(t|o|n),29
investon,(∅|i|n)-(v|e|s)-(t|o|n),29
trionojn,(tr|i)-(∅|o)-(n|o|jn),29
indiferento,(∅|i|n)-(d|i)-(f|e)-(r|e|n)-(t|o),29
asekuroj,(∅|a)-(s|e)-(k|u)-(r|o|j),29
amas_komunikilojn,(∅|a)-(m|a|s)-(k|o)-(m|u)-(n|i)-(k|i)-(l|o|jn),29
sloganoj,(sl|o)-(g|a)-(n|o|j),29
super_bazaroj,(s|u)-(p|e|r)-(b|a)-(z|a)-(r|o|j),29
konfuceo,(k|o|n)-(f|u)-(c|e)-(∅|o),29
meksikurbo,(m|e|k)-(s|i)-(k|u|r)-(b|o),29
tabulojn,(t|a)-(b|u)-(l|o|jn),29
notario,(n|o)-(t|a)-(r|i)-(∅|o),29
pladoj,(pl|a)-(d|o|j),29
receptoj,(r|e)-(c|e|p)-(t|o|j),29
nekonato,(n|e)-(k|o)-(n|a)-(t|o),29
admono,(∅|a|d)-(m|o)-(n|o),29
mal_bonuloj,(m|a|l)-(b|o)-(n|u)-(l|o|j),29
plenumon,(pl|e)-(n|u)-(m|o|n),29
manovro,(m|a)-(n|o|v)-(r|o),29
staturo,(st|a)-(t|u)-(r|o),29
polemikon,(p|o)-(l|e)-(m|i)-(k|o|n),29
en_migradon,(∅|e|n)-(m|i|g)-(r|a)-(d|o|n),29
svedoj,(sv|e)-(d|o|j),29
ŝtataneco,(ŝt|a)-(t|a)-(n|e)-(c|o),29
soldaton,(s|o|l)-(d|a)-(t|o|n),29
blindeco,(bl|i|n)-(d|e)-(c|o),29
infrastrukturojn,(∅|i|n)-(fr|a|s)-(tr|u|k)-(t|u)-(r|o|jn),29
dento,(d|e|n)-(t|o),29
bombajo,(b|o|m)-(b|a)-(j|o),29
en_terigo,(∅|e|n)-(t|e)-(r|i)-(g|o),29
derivaĵoj,(d|e)-(r|i)-(v|a)-(ĵ|o|j),29
el_migrintoj,(∅|e|l)-(m|i|g)-(r|i|n)-(t|o|j),29
svisio,(sv|i)-(s|i)-(∅|o),29
vizon,(v|i)-(z|o|n),29
spektro,(sp|e|k)-(tr|o),29
escepton,(∅|e|s)-(c|e|p)-(t|o|n),29
bedaŭron,(b|e)-(d|a|ŭ)-(r|o|n),29
davido,(d|a)-(v|i)-(d|o),29
okupantoj,(∅|o)-(k|u)-(p|a|n)-(t|o|j),29
benzino,(b|e|n)-(z|i)-(n|o),29
prunton,(pr|u|n)-(t|o|n),29
senegalio,(s|e)-(n|e)-(g|a)-(l|i)-(∅|o),29
marŝado,(m|a|r)-(ŝ|a)-(d|o),29
teoriojn,(t|e)-(∅|o)-(r|i)-(∅|o|jn),29
diseco,(d|i)-(s|e)-(c|o),29
kaprino,(k|a|p)-(r|i)-(n|o),29
rigo,(r|i)-(g|o),29
tragedion,(tr|a)-(g|e)-(d|i)-(∅|o|n),29
kontribuantoj,(k|o|n)-(tr|i)-(b|u)-(∅|a|n)-(t|o|j),29
marksistoj,(m|a|r)-(ks|i|s)-(t|o|j),29
mal_ŝato,(m|a|l)-(ŝ|a)-(t|o),29
milit_fortoj,(m|i)-(l|i|t)-(f|o|r)-(t|o|j),29
opio,(∅|o)-(p|i)-(∅|o),29
difekto,(d|i)-(f|e|k)-(t|o),29
tenton,(t|e|n)-(t|o|n),29
bon_koreco,(b|o|n)-(k|o)-(r|e)-(c|o),29
asistanto,(∅|a)-(s|i|s)-(t|a|n)-(t|o),29
al_proksimiĝo,(∅|a|l)-(pr|o|k)-(s|i)-(m|i)-(ĝ|o),29
mal_kaŝo,(m|a|l)-(k|a)-(ŝ|o),29
pupoj,(p|u)-(p|o|j),29
bebon,(b|e)-(b|o|n),29
komputilojn,(k|o|m)-(p|u)-(t|i)-(l|o|jn),29
frekvenco,(fr|e|k)-(v|e|n)-(c|o),29
elektiĝo,(∅|e)-(l|e|k)-(t|i)-(ĝ|o),29
episkopoj,(∅|e)-(p|i|s)-(k|o)-(p|o|j),29
plasto,(pl|a|s)-(t|o),29
vin_berojn,(v|i|n)-(b|e)-(r|o|jn),29
travivaĵo,(tr|a)-(v|i)-(v|a)-(ĵ|o),29
pentraĵojn,(p|e|n)-(tr|a)-(ĵ|o|jn),29
nukon,(n|u)-(k|o|n),29
sufikson,(s|u)-(f|i|k)-(s|o|n),29
rememorojn,(r|e)-(m|e)-(m|o)-(r|o|jn),29
dresdeno,(dr|e|s)-(d|e)-(n|o),29
egiptojn,(∅|e)-(g|i|p)-(t|o|jn),29
serpentoj,(s|e|r)-(p|e|n)-(t|o|j),29
dormoĉambron,(d|o|r)-(m|o)-(ĉ|a|m)-(br|o|n),29
mal_bonagojn,(m|a|l)-(b|o)-(n|a)-(g|o|jn),29
duon_tribo,(d|u)-(∅|o|n)-(tr|i)-(b|o),29
arbustoj,(∅|a|r)-(b|u|s)-(t|o|j),29
paŝtejo,(p|a|ŝ)-(t|e)-(j|o),29
asirianoj,(∅|a)-(s|i)-(r|i)-(∅|a)-(n|o|j),29
fratinojn,(fr|a)-(t|i)-(n|o|jn),29
adorantoj,(∅|a)-(d|o)-(r|a|n)-(t|o|j),29
instruitulo,(∅|i|ns)-(tr|u)-(∅|i)-(t|u)-(l|o),29
gesamideanoj,(g|e)-(s|a)-(m|i)-(d|e)-(∅|a)-(n|o|j),29
violono,(v|i)-(∅|o)-(l|o)-(n|o),29
kelk_deko,(k|e|lk)-(d|e)-(k|o),29
centestro,(c|e|n)-(t|e|s)-(tr|o),29
intervjuojn,(∅|i|n)-(t|e|r)-(vj|u)-(∅|o|jn),29
organizantojn,(∅|o|r)-(g|a)-(n|i)-(z|a|n)-(t|o|jn),29
linukso,(l|i)-(n|u|k)-(s|o),29
klerigado,(kl|e)-(r|i)-(g|a)-(d|o),29
makedonujo,(m|a)-(k|e)-(d|o)-(n|u)-(j|o),29
rejento,(r|e)-(j|e|n)-(t|o),29
originalaĵo,(∅|o)-(r|i)-(g|i)-(n|a)-(l|a)-(ĵ|o),29
lucion,(l|u)-(c|i)-(∅|o|n),29
monaĥoj,(m|o)-(n|a)-(ĥ|o|j),29
kroatoj,(kr|o)-(∅|a)-(t|o|j),29
katolikismo,(k|a)-(t|o)-(l|i)-(k|i|s)-(m|o),29
parlamentejo,(p|a|r)-(l|a)-(m|e|n)-(t|e)-(j|o),29
alarmo,(∅|a)-(l|a|r)-(m|o),29
fonetiko,(f|o)-(n|e)-(t|i)-(k|o),29
homeopatio,(h|o)-(m|e)-(∅|o)-(p|a)-(t|i)-(∅|o),29
esperantiston,(∅|e|s)-(p|e)-(r|a|n)-(t|i|s)-(t|o|n),29
luko,(l|u)-(k|o),29
dis_dono,(d|i|s)-(d|o)-(n|o),29
geopolitiko,(g|e)-(∅|o)-(p|o)-(l|i)-(t|i)-(k|o),29
teksaĵon,(t|e|k)-(s|a)-(ĵ|o|n),29
ĉielarko,(ĉ|i)-(∅|e)-(l|a|r)-(k|o),29
lanterno,(l|a|n)-(t|e|r)-(n|o),29
idioto,(∅|i)-(d|i)-(∅|o)-(t|o),29
eŭrogrupo,(∅|e|ŭ)-(r|o|g)-(r|u)-(p|o),29
pluramemo,(pl|u)-(r|a)-(m|e)-(m|o),29
ĉarton,(ĉ|a|r)-(t|o|n),29
agendo,(∅|a)-(g|e|n)-(d|o),29
dano,(d|a)-(n|o),29
fortuno,(f|o|r)-(t|u)-(n|o),29
simbolaj,(s|i|m)-(b|o)-(l|a|j),29
helaj,(h|e)-(l|a|j),29
monotona,(m|o)-(n|o)-(t|o)-(n|a),29
baptita,(b|a|p)-(t|i)-(t|a),29
mal_larĝan,(m|a|l)-(l|a|r)-(ĝ|a|n),29
gvidanta,(gv|i)-(d|a|n)-(t|a),29
super_fluaj,(s|u)-(p|e|r)-(fl|u)-(∅|a|j),29
gloran,(gl|o)-(r|a|n),29
inversa,(∅|i|n)-(v|e|r)-(s|a),29
batita,(b|a)-(t|i)-(t|a),29
bon_kvalita,(b|o|n)-(kv|a)-(l|i)-(t|a),29
malutilaj,(m|a)-(l|u)-(t|i)-(l|a|j),29
el_starajn,(∅|e|l)-(st|a)-(r|a|jn),29
dirinta,(d|i)-(r|i|n)-(t|a),29
india,(∅|i|n)-(d|i)-(∅|a),29
monaj,(m|o)-(n|a|j),29
tragedia,(tr|a)-(g|e)-(d|i)-(∅|a),29
teorian,(t|e)-(∅|o)-(r|i)-(∅|a|n),29
sen_labora,(s|e|n)-(l|a)-(b|o)-(r|a),29
kolombiaj,(k|o)-(l|o|m)-(b|i)-(∅|a|j),29
sobra,(s|o|b)-(r|a),29
fortigita,(f|o|r)-(t|i)-(g|i)-(t|a),29
belgaj,(b|e|l)-(g|a|j),29
nov_liberalaj,(n|o|v)-(l|i)-(b|e)-(r|a)-(l|a|j),29
sur_lokaj,(s|u|r)-(l|o)-(k|a|j),29
sen_liman,(s|e|n)-(l|i)-(m|a|n),29
venontajn,(v|e)-(n|o|n)-(t|a|jn),29
realigata,(r|e)-(∅|a)-(l|i)-(g|a)-(t|a),29
nuran,(n|u)-(r|a|n),29
evoluantaj,(∅|e)-(v|o)-(l|u)-(∅|a|n)-(t|a|j),29
koncentrita,(k|o|n)-(c|e|n)-(tr|i)-(t|a),29
mal_permesataj,(m|a|l)-(p|e|r)-(m|e)-(s|a)-(t|a|j),29
partiaj,(p|a|r)-(t|i)-(∅|a|j),29
radia,(r|a)-(d|i)-(∅|a),29
negativajn,(n|e)-(g|a)-(t|i)-(v|a|jn),29
mita,(m|i)-(t|a),29
kompleksan,(k|o|m)-(pl|e|k)-(s|a|n),29
artista,(∅|a|r)-(t|i|s)-(t|a),29
reveninta,(r|e)-(v|e)-(n|i|n)-(t|a),29
montranta,(m|o|n)-(tr|a|n)-(t|a),29
produktiva,(pr|o)-(d|u|k)-(t|i)-(v|a),29
vidata,(v|i)-(d|a)-(t|a),29
dis_metitaj,(d|i|s)-(m|e)-(t|i)-(t|a|j),29
kredinda,(kr|e)-(d|i|n)-(d|a),29
profit_dona,(pr|o)-(f|i|t)-(d|o)-(n|a),29
aŭdaca,(∅|a|ŭ)-(d|a)-(c|a),29
danĝerajn,(d|a|n)-(ĝ|e)-(r|a|jn),29
proponitan,(pr|o)-(p|o)-(n|i)-(t|a|n),29
iaspeca,(∅|i)-(∅|a|s)-(p|e)-(c|a),29
salajrata,(s|a)-(l|a|j)-(r|a)-(t|a),29
plimulta,(pl|i)-(m|u|l)-(t|a),29
reklama,(r|e|k)-(l|a)-(m|a),29
niĝeria,(n|i)-(ĝ|e)-(r|i)-(∅|a),29
posedata,(p|o)-(s|e)-(d|a)-(t|a),29
ebena,(∅|e)-(b|e)-(n|a),29
reakciaj,(r|e)-(∅|a|k)-(c|i)-(∅|a|j),29
promes_plena,(pr|o)-(m|e|s)-(pl|e)-(n|a),29
planataj,(pl|a)-(n|a)-(t|a|j),29
plen_kreska,(pl|e|n)-(kr|e|s)-(k|a),29
venantan,(v|e)-(n|a|n)-(t|a|n),29
tremantaj,(tr|e)-(m|a|n)-(t|a|j),29
uzatajn,(∅|u)-(z|a)-(t|a|jn),29
rigidaj,(r|i)-(g|i)-(d|a|j),29
ŝtonan,(ŝt|o)-(n|a|n),29
laŭtaj,(l|a|ŭ)-(t|a|j),29
nekonatajn,(n|e)-(k|o)-(n|a)-(t|a|jn),29
substantiva,(s|u|b)-(st|a|n)-(t|i)-(v|a),29
esperantigita,(∅|e|s)-(p|e)-(r|a|n)-(t|i)-(g|i)-(t|a),29
patrona,(p|a|t)-(r|o)-(n|a),29
hungaria,(h|u|n)-(g|a)-(r|i)-(∅|a),29
kooperativa,(k|o)-(∅|o)-(p|e)-(r|a)-(t|i)-(v|a),29
al_frontitaj,(∅|a|l)-(fr|o|n)-(t|i)-(t|a|j),29
nordamerika,(n|o|r)-(d|a)-(m|e)-(r|i)-(k|a),29
universalajn,(∅|u)-(n|i)-(v|e|r)-(s|a)-(l|a|jn),29
spritaj,(spr|i)-(t|a|j),29
floris,(fl|o)-(r|i|s),29
baptis,(b|a|p)-(t|i|s),29
miregis,(m|i)-(r|e)-(g|i|s),29
el_parolis,(∅|e|l)-(p|a)-(r|o)-(l|i|s),29
utilos,(∅|u)-(t|i)-(l|o|s),29
taŭgis,(t|a|ŭ)-(g|i|s),29
prononcas,(pr|o)-(n|o|n)-(c|a|s),29
pligrandiĝis,(pl|i|g)-(r|a|n)-(d|i)-(ĝ|i|s),29
al_donos,(∅|a|l)-(d|o)-(n|o|s),29
provus,(pr|o)-(v|u|s),29
ek_prenis,(∅|e|k)-(pr|e)-(n|i|s),29
prizorgos,(pr|i)-(z|o|r)-(g|o|s),29
akapari,(∅|a)-(k|a)-(p|a)-(r|i),29
intensiĝis,(∅|i|n)-(t|e|n)-(s|i)-(ĝ|i|s),29
en_miksiĝi,(∅|e|n)-(m|i|k)-(s|i)-(ĝ|i),29
izoli,(∅|i)-(z|o)-(l|i),29
invadi,(∅|i|n)-(v|a)-(d|i),29
naskiĝi,(n|a|s)-(k|i)-(ĝ|i),29
super_vivi,(s|u)-(p|e|r)-(v|i)-(v|i),29
supozigas,(s|u)-(p|o)-(z|i)-(g|a|s),29
rikoltas,(r|i)-(k|o|l)-(t|a|s),29
ek_veturis,(∅|e|k)-(v|e)-(t|u)-(r|i|s),29
neglekti,(n|e|g)-(l|e|k)-(t|i),29
manifestacias,(m|a)-(n|i)-(f|e|s)-(t|a)-(c|i)-(∅|a|s),29
ruinigi,(r|u)-(∅|i)-(n|i)-(g|i),29
retroviĝas,(r|e|t)-(r|o)-(v|i)-(ĝ|a|s),29
formulas,(f|o|r)-(m|u)-(l|a|s),29
kun_meti,(k|u|n)-(m|e)-(t|i),29
integri,(∅|i|n)-(t|e|g)-(r|i),29
fandiĝas,(f|a|n)-(d|i)-(ĝ|a|s),29
per_labori,(p|e|r)-(l|a)-(b|o)-(r|i),29
establiĝis,(∅|e|s)-(t|a|b)-(l|i)-(ĝ|i|s),29
heredas,(h|e)-(r|e)-(d|a|s),29
ekigis,(∅|e)-(k|i)-(g|i|s),29
mal_trankviliĝi,(m|a|l)-(tr|a|n)-(kv|i)-(l|i)-(ĝ|i),29
el_turniĝi,(∅|e|l)-(t|u|r)-(n|i)-(ĝ|i),29
faligas,(f|a)-(l|i)-(g|a|s),29
perfidas,(p|e|r)-(f|i)-(d|a|s),29
blokas,(bl|o)-(k|a|s),29
preferi,(pr|e)-(f|e)-(r|i),29
celebras,(c|e)-(l|e|b)-(r|a|s),29
trenas,(tr|e)-(n|a|s),29
miksiĝis,(m|i|k)-(s|i)-(ĝ|i|s),29
vigligi,(v|i|g)-(l|i)-(g|i),29
nomumi,(n|o)-(m|u)-(m|i),29
haltigas,(h|a|l)-(t|i)-(g|a|s),29
ŝteli,(ŝt|e)-(l|i),29
vivigas,(v|i)-(v|i)-(g|a|s),29
arigis,(∅|a)-(r|i)-(g|i|s),29
frontis,(fr|o|n)-(t|i|s),29
firmigas,(f|i|r)-(m|i)-(g|a|s),29
furoris,(f|u)-(r|o)-(r|i|s),29
naskiĝos,(n|a|s)-(k|i)-(ĝ|o|s),29
oftas,(∅|o|f)-(t|a|s),29
ilustri,(∅|i)-(l|u|s)-(tr|i),29
anoncos,(∅|a)-(n|o|n)-(c|o|s),29
pendigi,(p|e|n)-(d|i)-(g|i),29
persvadis,(p|e|r)-(sv|a)-(d|i|s),29
traktos,(tr|a|k)-(t|o|s),29
rampas,(r|a|m)-(p|a|s),29
apartenu,(∅|a)-(p|a|r)-(t|e)-(n|u),29
el_lernis,(∅|e|l)-(l|e|r)-(n|i|s),29
humiliĝis,(h|u)-(m|i)-(l|i)-(ĝ|i|s),29
ploros,(pl|o)-(r|o|s),29
abundis,(∅|a)-(b|u|n)-(d|i|s),29
el_tenis,(∅|e|l)-(t|e)-(n|i|s),29
ek_ludis,(∅|e|k)-(l|u)-(d|i|s),29
frapu,(fr|a)-(p|u),29
endas,(∅|e|n)-(d|a|s),29
tremante,(tr|e)-(m|a|n)-(t|e),29
blanke,(bl|a|n)-(k|e),29
sovaĝe,(s|o)-(v|a)-(ĝ|e),29
manĝante,(m|a|n)-(ĝ|a|n)-(t|e),29
igante,(∅|i)-(g|a|n)-(t|e),29
promesante,(pr|o)-(m|e)-(s|a|n)-(t|e),29
proporcie,(pr|o)-(p|o|r)-(c|i)-(∅|e),29
nerimarkite,(n|e)-(r|i)-(m|a|r)-(k|i)-(t|e),29
ripete,(r|i)-(p|e)-(t|e),29
julien,(j|u)-(l|i)-(∅|e|n),29
instinkte,(∅|i|n)-(st|i|n)-(kt|e),29
indigne,(∅|i|n)-(d|i|g)-(n|e),29
elokvente,(∅|e)-(l|o|k)-(v|e|n)-(t|e),29
kompetente,(k|o|m)-(p|e)-(t|e|n)-(t|e),29
kuŝante,(k|u)-(ŝ|a|n)-(t|e),29
super_flue,(s|u)-(p|e|r)-(fl|u)-(∅|e),29
venante,(v|e)-(n|a|n)-(t|e),29
post_milite,(p|o|st)-(m|i)-(l|i)-(t|e),29
tucioj,(t|u)-(c|i)-(∅|o|j),29
laŭpaŝe,(l|a|ŭ)-(p|a)-(ŝ|e),29
municipoj,(m|u)-(n|i)-(c|i)-(p|o|j),28
preĝado,(pr|e)-(ĝ|a)-(d|o),28
timego,(t|i)-(m|e)-(g|o),28
ek_krio,(∅|e|k)-(kr|i)-(∅|o),28
enigmon,(∅|e)-(n|i|g)-(m|o|n),28
pomoj,(p|o)-(m|o|j),28
patriarko,(p|a|t)-(r|i)-(∅|a|r)-(k|o),28
plej_sanktejo,(pl|e|j)-(s|a|n)-(kt|e)-(j|o),28
pozo,(p|o)-(z|o),28
gestojn,(g|e|s)-(t|o|jn),28
krado,(kr|a)-(d|o),28
promeno,(pr|o)-(m|e)-(n|o),28
tarifo,(t|a)-(r|i)-(f|o),28
karulo,(k|a)-(r|u)-(l|o),28
kuirilo,(k|u)-(∅|i)-(r|i)-(l|o),28
helpantojn,(h|e|l)-(p|a|n)-(t|o|jn),28
preter_pasantoj,(pr|e)-(t|e|r)-(p|a)-(s|a|n)-(t|o|j),28
pakaĵoj,(p|a)-(k|a)-(ĵ|o|j),28
semojn,(s|e)-(m|o|jn),28
trajton,(tr|a|j)-(t|o|n),28
filion,(f|i)-(l|i)-(∅|o|n),28
registron,(r|e)-(g|i|s)-(tr|o|n),28
metion,(m|e)-(t|i)-(∅|o|n),28
mal_puraĵo,(m|a|l)-(p|u)-(r|a)-(ĵ|o),28
sorĉo,(s|o|r)-(ĉ|o),28
el_montro,(∅|e|l)-(m|o|n)-(tr|o),28
okupon,(∅|o)-(k|u)-(p|o|n),28
akcio,(∅|a|k)-(c|i)-(∅|o),28
migradoj,(m|i|g)-(r|a)-(d|o|j),28
inundo,(∅|i)-(n|u|n)-(d|o),28
anekso,(∅|a)-(n|e|k)-(s|o),28
malaltiĝon,(m|a)-(l|a|l)-(t|i)-(ĝ|o|n),28
ekipaĵojn,(∅|e)-(k|i)-(p|a)-(ĵ|o|jn),28
kolumnoj,(k|o)-(l|u|m)-(n|o|j),28
nico,(n|i)-(c|o),28
operacoj,(∅|o)-(p|e)-(r|a)-(c|o|j),28
lokomotivo,(l|o)-(k|o)-(m|o)-(t|i)-(v|o),28
puĉon,(p|u)-(ĉ|o|n),28
ĉef_ministroj,(ĉ|e|f)-(m|i)-(n|i|s)-(tr|o|j),28
koloniojn,(k|o)-(l|o)-(n|i)-(∅|o|jn),28
mal_fidon,(m|a|l)-(f|i)-(d|o|n),28
produktivo,(pr|o)-(d|u|k)-(t|i)-(v|o),28
surprizoj,(s|u|r)-(pr|i)-(z|o|j),28
monarĥio,(m|o)-(n|a|r)-(ĥ|i)-(∅|o),28
invadon,(∅|i|n)-(v|a)-(d|o|n),28
centrojn,(c|e|n)-(tr|o|jn),28
intelektulojn,(∅|i|n)-(t|e)-(l|e|k)-(t|u)-(l|o|jn),28
ŝajno,(ŝ|a|j)-(n|o),28
demokrateco,(d|e)-(m|o|k)-(r|a)-(t|e)-(c|o),28
dekreton,(d|e|k)-(r|e)-(t|o|n),28
dependecon,(d|e)-(p|e|n)-(d|e)-(c|o|n),28
organojn,(∅|o|r)-(g|a)-(n|o|jn),28
aktualeco,(∅|a|k)-(t|u)-(∅|a)-(l|e)-(c|o),28
sinon,(s|i)-(n|o|n),28
prediko,(pr|e)-(d|i)-(k|o),28
mal_kaŝoj,(m|a|l)-(k|a)-(ŝ|o|j),28
minejojn,(m|i)-(n|e)-(j|o|jn),28
severeco,(s|e)-(v|e)-(r|e)-(c|o),28
pejzaĝoj,(p|e|j)-(z|a)-(ĝ|o|j),28
kontraŭeco,(k|o|n)-(tr|a|ŭ)-(∅|e)-(c|o),28
verkiston,(v|e|r)-(k|i|s)-(t|o|n),28
plantejoj,(pl|a|n)-(t|e)-(j|o|j),28
kreskadon,(kr|e|s)-(k|a)-(d|o|n),28
sferon,(sf|e)-(r|o|n),28
fakojn,(f|a)-(k|o|jn),28
vunditojn,(v|u|n)-(d|i)-(t|o|jn),28
ŝtatigo,(ŝt|a)-(t|i)-(g|o),28
ekzilon,(∅|e|k)-(z|i)-(l|o|n),28
naciismon,(n|a)-(c|i)-(∅|i|s)-(m|o|n),28
pasinto,(p|a)-(s|i|n)-(t|o),28
loĝ_lokoj,(l|o|ĝ)-(l|o)-(k|o|j),28
etuloj,(∅|e)-(t|u)-(l|o|j),28
artifikoj,(∅|a|r)-(t|i)-(f|i)-(k|o|j),28
sin_sekvon,(s|i|n)-(s|e|k)-(v|o|n),28
migrintoj,(m|i|g)-(r|i|n)-(t|o|j),28
jurisdikcio,(j|u)-(r|i|s)-(d|i|k)-(c|i)-(∅|o),28
bibliotekojn,(b|i|b)-(l|i)-(∅|o)-(t|e)-(k|o|jn),28
tavolojn,(t|a)-(v|o)-(l|o|jn),28
kontestadon,(k|o|n)-(t|e|s)-(t|a)-(d|o|n),28
afrikano,(∅|a|f)-(r|i)-(k|a)-(n|o),28
kreitaĵo,(kr|e)-(∅|i)-(t|a)-(ĵ|o),28
tabureto,(t|a)-(b|u)-(r|e)-(t|o),28
viktimon,(v|i|k)-(t|i)-(m|o|n),28
aerarmeo,(∅|a)-(∅|e)-(r|a|r)-(m|e)-(∅|o),28
mineraloj,(m|i)-(n|e)-(r|a)-(l|o|j),28
mararmeo,(m|a)-(r|a|r)-(m|e)-(∅|o),28
arĥivoj,(∅|a|r)-(ĥ|i)-(v|o|j),28
mal_rapidiĝo,(m|a|l)-(r|a)-(p|i)-(d|i)-(ĝ|o),28
dispozicio,(d|i|s)-(p|o)-(z|i)-(c|i)-(∅|o),28
signifojn,(s|i|g)-(n|i)-(f|o|jn),28
bofilino,(b|o)-(f|i)-(l|i)-(n|o),28
turismon,(t|u)-(r|i|s)-(m|o|n),28
aparteco,(∅|a)-(p|a|r)-(t|e)-(c|o),28
geno,(g|e)-(n|o),28
indikilo,(∅|i|n)-(d|i)-(k|i)-(l|o),28
konspiron,(k|o|n)-(sp|i)-(r|o|n),28
financistoj,(f|i)-(n|a|n)-(c|i|s)-(t|o|j),28
sturmo,(st|u|r)-(m|o),28
komunikaĵoj,(k|o)-(m|u)-(n|i)-(k|a)-(ĵ|o|j),28
teatroj,(t|e)-(∅|a|t)-(r|o|j),28
pilotoj,(p|i)-(l|o)-(t|o|j),28
kamparon,(k|a|m)-(p|a)-(r|o|n),28
viv_manieron,(v|i|v)-(m|a)-(n|i)-(∅|e)-(r|o|n),28
vundon,(v|u|n)-(d|o|n),28
miksaĵon,(m|i|k)-(s|a)-(ĵ|o|n),28
lancoj,(l|a|n)-(c|o|j),28
marĉoj,(m|a|r)-(ĉ|o|j),28
laboraĵo,(l|a)-(b|o)-(r|a)-(ĵ|o),28
taĉmentojn,(t|a|ĉ)-(m|e|n)-(t|o|jn),28
barejno,(b|a)-(r|e|j)-(n|o),28
gvidilo,(gv|i)-(d|i)-(l|o),28
estaĵon,(∅|e|s)-(t|a)-(ĵ|o|n),28
tunizo,(t|u)-(n|i)-(z|o),28
societojn,(s|o)-(c|i)-(∅|e)-(t|o|jn),28
efektivigo,(∅|e)-(f|e|k)-(t|i)-(v|i)-(g|o),28
mal_benon,(m|a|l)-(b|e)-(n|o|n),28
stultaĵo,(st|u|l)-(t|a)-(ĵ|o),28
